p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.627294016851326e-9,0.5666339906175281,0.345,0.219,1.327625883107754e-4,1,PTBP1
3.736527541429248e-9,0.5685083441738089,0.49,0.361,1.367606445438519e-4,1,ATP6V1F
3.76764471533641e-9,0.40994425174153354,0.544,0.404,1.3789956422602796e-4,1,DDX6
4.296312280315907e-9,0.5102659934428807,0.295,0.174,1.572493257718425e-4,1,PATL1
4.299803799276134e-9,0.6089770715577494,0.399,0.271,1.573771188573058e-4,1,SF3B6
4.808580037918925e-9,0.4346672334110434,0.342,0.219,1.7599883796787057e-4,1,USP7
4.955691518677192e-9,0.5452158052782476,0.347,0.223,1.813832652751039e-4,1,SRPRA
6.509690479373484e-9,0.4263462573300567,0.664,0.531,2.3826118123554887e-4,1,S100A10
6.785369634403504e-9,0.4285759622892167,0.577,0.441,2.4835131398880263e-4,1,RSL1D1
8.035399995956016e-9,0.44645358016498465,0.526,0.389,2.9410367525198615e-4,1,PNRC2
8.33589465593438e-9,0.581153663076072,0.339,0.219,3.0510208030185427e-4,1,MED30
8.778466009277255e-9,0.44859320843947104,0.456,0.317,3.213006344055568e-4,1,SNRPA1
1.2213195338227145e-8,0.5362590948027401,0.327,0.212,4.470151625744518e-4,1,VCPKMT
1.3025112638061553e-8,0.41984044677269633,0.44,0.309,4.7673214766569093e-4,1,PCGF5
1.394697220155956e-8,0.2865078106869916,0.906,0.82,5.104731295492815e-4,1,CIRBP
1.6734061559415673e-8,0.46525235319526126,0.318,0.201,6.124833871361731e-4,1,WDR48
1.8349022800515848e-8,0.32523368282559906,0.762,0.626,6.715925835216806e-4,1,MYL6
1.9946297684532073e-8,0.44829434800619705,0.539,0.407,7.300544415515584e-4,1,ZFAND5
2.0349881533178086e-8,0.2941549451858567,0.827,0.735,7.448260139958511e-4,1,EIF3F
2.1608991209405724e-8,0.44358954716717997,0.515,0.387,7.90910687255459e-4,1,NFKB2
2.432300554178599e-8,0.5027091608046421,0.305,0.189,8.90246325834909e-4,1,COX19
2.7324874664316116e-8,0.6357018587535537,0.313,0.197,0.001000117737588634,1,RAB22A
2.892067208997853e-8,0.4917880985268743,0.521,0.394,0.0010585255191653041,1,UBE2I
3.23514815623132e-8,0.39947588466048906,0.43,0.305,0.0011840965766622255,1,ARF4
3.424435656543922e-8,0.644158024674372,0.264,0.159,0.0012533776946516409,1,ZFP91
3.435267399138474e-8,0.4906836607927699,0.378,0.258,0.001257342220758673,1,PSMD7
3.80943718423259e-8,0.33472729282260105,0.66,0.553,0.0013942921038009703,1,TGFB1
3.968540627893315e-8,0.3437805057990878,0.585,0.45,0.0014525255552152322,1,ZNF207
4.1418345974526005e-8,0.26516992630261194,0.607,0.465,0.0015159528810136263,1,NUP58
4.2947210841545485e-8,0.40923801521231024,0.358,0.242,0.0015719108640114064,1,EMC3
4.4620590856949785e-8,0.38781159820480104,0.546,0.414,0.001633158245955219,1,EIF1AX
4.798669146838251e-8,0.33467671413564004,0.448,0.313,0.0017563608944342682,1,RNF138
4.9230888269413735e-8,0.2762508977928875,0.824,0.678,0.0018018997415488122,1,SNHG6
5.229327154335025e-8,0.2703825071540402,0.827,0.704,0.0019139860317581624,1,NCL
5.4682748793946375e-8,0.5207297878487178,0.34,0.228,0.0020014432886072313,1,TFAM
5.555046294610862e-8,0.33552414777794504,0.329,0.216,0.0020332024942905213,1,GABPB1
7.679576973619681e-8,0.2829061763930968,0.345,0.227,0.0028108019681145394,1,TXLNG
7.837413160650781e-8,0.5088021411007032,0.371,0.254,0.0028685715909297924,1,PUF60
9.071947155212459e-8,0.43028193336115184,0.379,0.255,0.0033204233782793123,1,IP6K2
1.104279578045535e-7,0.5214320563074327,0.306,0.2,0.004041773683604462,1,NFE2L2
1.1282204339410535e-7,0.2700720668848746,0.469,0.33,0.0041293996102676495,1,SLC2A3
1.1822787352226291e-7,0.25872406128813985,0.844,0.726,0.004327258398788345,1,GAS5
1.256367535380128e-7,0.4986294641053351,0.396,0.279,0.004598430816244807,1,C17orf49
1.25931750086902e-7,0.40738512803465893,0.349,0.23,0.0046092279849307,1,OXCT1
1.341668914522937e-7,0.3522054638854777,0.27,0.167,0.004910642394045401,1,NRIP1
1.3919208026684883e-7,0.3982700917580305,0.285,0.18,0.005094569329846934,1,PSMB7
1.5030436496503778e-7,0.6594810629818967,0.339,0.229,0.005501290062085348,1,SUMO3
1.6231283869042407e-7,0.5614362419135055,0.379,0.267,0.005940812208908211,1,ELOC
1.6673378040645383e-7,0.3714601925375738,0.423,0.306,0.0061026230966566165,1,USP12
1.7596698150403692e-7,0.6070072757319213,0.326,0.219,0.006440567490029255,1,TUBB2A
1.87836747374811e-7,0.3688601175326317,0.653,0.525,0.006875012790665457,1,KHDRBS1
2.0310438716177788e-7,0.4778007591387781,0.332,0.222,0.007433823674508232,1,CAMTA1
2.0926558221877673e-7,0.4369149809375211,0.292,0.188,0.007659329574789447,1,IGHE
2.2547144230742842e-7,0.40568724176800197,0.406,0.289,0.008252480259894187,1,ZNF800
2.2946690614812259e-7,0.31655224426714773,0.319,0.208,0.008398718231927435,1,KDM2B
2.4207770452588807e-7,0.296651416554256,0.673,0.542,0.008860286063352029,1,EIF4A1
2.45259733887258e-7,0.6718256427745657,0.259,0.163,0.00897675152000753,1,TCF7
2.6547543728657616e-7,0.3728277028660889,0.529,0.405,0.009716666480125974,1,WHAMM
2.8928803472326045e-7,0.49447634817259434,0.337,0.231,0.010588231358906056,1,PSMB6
2.918774468897402e-7,0.4462852586328643,0.389,0.274,0.01068300643361138,1,RBM4
3.117783507405184e-7,0.27207022434805794,0.736,0.615,0.011411399415453714,1,SYNGR2
3.150224787606343e-7,0.2856159802511261,0.37,0.25,0.011530137745117975,1,CAPZA2
3.258808826338788e-7,0.3446073912862909,0.503,0.378,0.011927566185282597,1,UQCRFS1
3.326420237133859e-7,0.5269800118153055,0.378,0.265,0.012175030709933638,1,PSMA2
3.6573921361112236e-7,0.2643266108491746,0.41,0.285,0.01338642095738069,1,RLF
3.7601129053305807e-7,0.3851727017125122,0.365,0.247,0.013762389244800458,1,EIF2A
4.0021281164465326e-7,0.43739686947780887,0.397,0.281,0.014648189119005953,1,UBE2B
4.1304268066598355e-7,0.41690294934826644,0.345,0.242,0.015117775155055664,1,CHMP2B
4.161714646321184e-7,0.385122776968968,0.309,0.204,0.015232291777000166,1,SIN3A
5.433708304873476e-7,0.4122091270489426,0.324,0.223,0.01988791576666741,1,GINM1
5.503692151767264e-7,0.42819213129283396,0.554,0.433,0.020144063644683362,1,CCDC59
6.697754137356936e-7,0.3767277274231632,0.371,0.26,0.024514449918140124,1,GNA13
8.251190961395896e-7,0.3521112396401185,0.308,0.205,0.030200184037805118,1,ABCF1
8.314876722972204e-7,0.38129195485060485,0.552,0.442,0.030433280293750566,1,PTGES3
8.67894312664268e-7,0.49423044645305036,0.362,0.253,0.031765799737824875,1,RNF7
9.690714789765693e-7,0.4618888522150216,0.342,0.236,0.035468985202021415,1,RAB5A
9.78047557293079e-7,0.46928005853468435,0.309,0.21,0.03579751864448398,1,PFDN2
9.856481821312467e-7,0.2854079761316125,0.653,0.531,0.03607570911418576,1,NDUFA4
1.0296620017891236e-6,0.5008676736425084,0.329,0.226,0.03768665892748371,1,BIRC2
1.0379201761697822e-6,0.587788076071714,0.296,0.201,0.0379889163679902,1,TMEM50A
1.094061003286606e-6,0.42212188194964284,0.397,0.287,0.04004372678129307,1,KRR1
1.2279342573953749e-6,0.4173113190974794,0.251,0.158,0.044943621754928116,1,RBMS1
1.2297317075669022e-6,0.33603748093493824,0.676,0.546,0.045009410228656184,1,SF3B5
1.2775091383563702e-6,0.2793942853435271,0.313,0.209,0.046758111972981506,1,RNF139
1.2924420750281225e-6,0.3602111040708146,0.296,0.197,0.04730467238810431,1,PAWR
1.3446102845978901e-6,0.5446711103494661,0.293,0.197,0.04921408102656737,1,GTF2A2
1.3455479815393763e-06,0.5781574846713124,0.279,0.184,0.049248401672322716,1,DPH3
1.629100106153325e-6,0.4588582286866431,0.305,0.205,0.05962669298531785,1,FUNDC2
1.711565993700692e-6,0.5357487738304492,0.264,0.173,0.06264502693543902,1,SRP19
1.7280237841327994e-6,0.3088073676476403,0.311,0.208,0.06324739852304459,1,ARPP19
1.932248283138864e-6,0.40288335765628563,0.521,0.408,0.07072221941116556,1,PDIA3
2.1479565772285942e-6,0.3141322244965514,0.673,0.584,0.07861735868314378,1,SLC25A5
2.1928703237038736e-6,0.43932211689849837,0.279,0.184,0.08026124671788548,1,AHR
2.246123815563488e-6,0.4251783448335742,0.391,0.295,0.08221037777343922,1,COPS2
2.8087499725455137e-6,0.41151935303901166,0.301,0.206,0.10280305774513834,1,YTHDF2
2.930082592032331e-6,0.47196011159719464,0.358,0.262,0.10724395295097534,1,SOD2
3.2670675773388297e-6,0.44952993558198273,0.35,0.249,0.11957794039817851,1,LAPTM4A
3.3258497905607675e-6,0.5919152904663213,0.275,0.187,0.12172942818431465,1,MMADHC
3.3468195996046065e-6,0.33823817895980796,0.498,0.388,0.1224969441651282,1,GPBP1
3.632410086808099e-6,0.33626307503769903,0.305,0.206,0.13294984158726325,1,TTC7A
3.6612987473322485e-6,0.44416392604584554,0.262,0.172,0.13400719545110762,1,ARAF
3.73910451365596e-6,0.28879685520493864,0.414,0.301,0.13685496430432179,1,PPP4R3B
4.292058088977578e-6,0.25640260755699695,0.741,0.621,0.15709361811466832,1,SRSF3
4.411519923459597e-6,0.38493450828129205,0.321,0.224,0.1614660407185447,1,KBTBD2
4.643125529143876e-6,0.2832516103332604,0.577,0.47,0.16994303749219503,1,C11orf58
4.957775332063426e-6,0.46926061665787244,0.321,0.226,0.18145953492885344,1,KANSL2
5.014757703729726e-6,0.3923260379035499,0.259,0.169,0.1835451467142117,1,DCTN4
5.061558819122329e-6,0.32913840545865936,0.463,0.35,0.18525811433869638,1,CHPT1
5.184814381850657e-6,0.2833259463873438,0.275,0.182,0.1897693911901159,1,HIPK2
6.646958296954316e-6,0.5388382038842637,0.292,0.201,0.24328532062682492,1,ZNF430
7.123397136057482e-6,0.4427679185317728,0.35,0.252,0.26072345857683993,1,LAMTOR5
7.2669838286711985e-6,0.37256884308490723,0.386,0.289,0.2659788751131945,1,KLF13
8.059982471722018e-6,0.30079164252876206,0.27,0.182,0.29500341844749756,1,PPP1CB
8.527024719204544e-6,0.4491483789277376,0.301,0.209,0.3120976317476055,1,RBM22
8.727757961098358e-6,0.4432840516004646,0.262,0.175,0.31944466913416103,1,C1D
1.0516234015410278e-5,0.3419929417183226,0.322,0.232,0.38490468119803156,1,LEMD3
1.1252876684759044e-5,0.49965646811454256,0.252,0.169,0.41186653953886576,1,LYRM2
1.2911945357009294e-5,0.5185887099325874,0.269,0.184,0.47259011201189716,1,HUS1
1.3778553594203731e-5,0.4463209767321503,0.261,0.175,0.5043088401014508,1,NDUFA5
1.544480882112177e-5,0.2594365309777873,0.422,0.313,0.5652954476618779,1,VPREB3
1.5920308897672686e-5,0.3374162790999879,0.451,0.35,0.5826992259637179,1,FXR1
1.5931818700888632e-5,0.36210367292814327,0.319,0.225,0.5831204962712249,1,TXNDC5
1.604133659072012e-5,0.4074929625560513,0.256,0.174,0.5871289605569471,1,MIOS
1.6166870463655573e-5,0.33252806736338925,0.552,0.463,0.5917236258402576,1,TAF7
1.9249113263519164e-5,0.4904613766344057,0.264,0.18,0.704536794558065,1,SMU1
2.210688278529068e-5,0.3484089800545743,0.295,0.206,0.8091340168244242,1,IFFO2
2.249147372403231e-5,0.2630224517725537,0.748,0.633,0.8232104297733066,1,TRIR
2.358366809497871e-5,0.3688584411611838,0.438,0.342,0.8631858359443157,1,ZNF24
2.4020530155197517e-5,0.4476694669883087,0.282,0.196,0.8791754242103843,1,USP10
2.442785340632146e-5,0.44425555471169187,0.251,0.168,0.8940838625247717,1,PYURF
2.5919974803894018e-5,0.41732366316275277,0.41,0.317,0.948696997797325,1,UFM1
2.641363344245646e-5,0.25604807945278774,0.697,0.588,0.9667653976273489,1,CD81
2.96262492596124e-5,0.29654199949371685,0.581,0.492,1,1,ITM2B
2.976374528190907e-5,0.29138726693672284,0.438,0.336,1,1,RWDD1
3.149070706072077e-5,0.3587764212119988,0.293,0.203,1,1,TMEM238
3.289896563450358e-5,0.46254971190423266,0.311,0.225,1,1,TMED10
3.404797157142964e-5,0.424101008973393,0.256,0.175,1,1,PSMD14
3.462883811299205e-5,0.35892739078092845,0.316,0.226,1,1,ENY2
3.807684340934757e-5,0.4492344701163483,0.363,0.273,1,1,EPB41L4A-AS1
3.837484526782393e-5,0.290893102396616,0.51,0.401,1,1,PHF1
3.840197831543258e-5,0.46167254414710857,0.296,0.214,1,1,SUMO1
3.864895246573118e-5,0.27278866304720895,0.282,0.194,1,1,EP300
4.142248443585527e-5,0.37540259959906896,0.448,0.353,1,1,NDUFS5
4.4107703270819994e-5,0.2923025405206108,0.658,0.556,1,1,TNFRSF13C
4.460486753381682e-5,0.2586908147613174,0.573,0.473,1,1,PAPOLA
4.5169692921458555e-5,0.3427580190341679,0.555,0.462,1,1,COX7A2
4.60088212839226e-5,0.3490121203831923,0.456,0.36,1,1,PSMB1
4.624639392985855e-5,0.31807178334072217,0.539,0.444,1,1,BCL2A1
4.783574153822674e-5,0.3766917692294098,0.414,0.315,1,1,ATF4
5.1231352119487476e-5,0.3969652573310761,0.327,0.241,1,1,RBBP7
5.1494697543862066e-5,0.38669382973219074,0.296,0.214,1,1,PSMA1
5.354423457866307e-5,0.2576892624895465,0.322,0.234,1,1,UBR5
6.753477181273882e-5,0.36438529021473076,0.279,0.199,1,1,UBE2A
7.143502303157819e-5,0.4716018861413596,0.334,0.253,1,1,ZFAND2A
7.165324222216413e-5,0.27738245373984455,0.288,0.202,1,1,SPAG1
7.228356013776633e-5,0.5044271114256149,0.308,0.233,1,1,XBP1
7.238696983416065e-5,0.35698903577832974,0.345,0.255,1,1,DBF4
7.38199702872225e-5,0.28375561827585816,0.347,0.252,1,1,PWP1
8.246811721782765e-5,0.36809099432786063,0.295,0.214,1,1,ATF7IP2
8.275369410015365e-5,0.25159520975471306,0.521,0.41,1,1,HNRNPH3
8.373605504760853e-5,0.2545318846999136,0.275,0.194,1,1,TMEM87A
9.765454921113288e-5,0.33049404242086333,0.458,0.357,1,1,RTRAF
9.93867393643893e-5,0.3368847357583345,0.318,0.233,1,1,SMNDC1
9.989016245941748e-5,0.2726664038299124,0.484,0.396,1,1,ARL6IP1
1.0257434253310614e-4,0.31533250405396773,0.45,0.355,1,1,S100A4
1.0296840424707766e-4,0.29816769080346406,0.265,0.19,1,1,SLC25A32
1.0709207813647109e-4,0.30654009875974964,0.42,0.329,1,1,DNTTIP2
1.1170638226852385e-4,0.2781320702839982,0.339,0.255,1,1,SNW1
1.1728721271082742e-4,0.3429171582277344,0.373,0.283,1,1,HMGB2
1.3257587915496458e-4,0.389981127048336,0.275,0.198,1,1,SELENOM
1.4234782217264683e-4,0.4194099437243546,0.292,0.212,1,1,TAF11
1.4460274318194241e-4,0.3910010562247388,0.293,0.211,1,1,PRKCSH
1.4726853250407416e-4,0.33241710816088865,0.324,0.248,1,1,UBE2L3
1.8568451520756425e-4,0.3537752472541647,0.397,0.308,1,1,IFNGR2
1.8841112124172235e-4,0.42378579111831793,0.277,0.203,1,1,SNHG16
1.8916001739113667e-4,0.305142420893708,0.433,0.342,1,1,EAPP
2.0219625413496652e-4,0.38419650769629254,0.287,0.208,1,1,MAN2B1
2.1608888417879043e-4,0.29115713494114703,0.355,0.271,1,1,TLE1
2.3394251086999467e-4,0.3205155227623194,0.43,0.335,1,1,EMD
2.464967848915272e-4,0.30335698227748503,0.422,0.339,1,1,HERPUD2
2.9712184234198513e-4,0.2703567108624645,0.261,0.187,1,1,OSBP
3.0891815680508816e-4,0.25937533503633065,0.365,0.284,1,1,ANXA7
3.3825965488563545e-4,0.3333552337087268,0.301,0.224,1,1,U2AF2
3.751348422882079e-4,0.2988726937752628,0.422,0.332,1,1,SNHG32
3.79996801654807e-4,0.27646172230598964,0.588,0.499,1,1,NSA2
3.960878072910112e-4,0.25425266442337324,0.311,0.236,1,1,FBRS
4.1748473910403934e-4,0.33488834084887226,0.327,0.249,1,1,ORAI1
5.060481179394416e-4,0.3140275762166627,0.292,0.22,1,1,GSPT1
5.777232429487442e-4,0.4407197421553834,0.322,0.252,1,1,PPP1R11
6.873654356904583e-4,0.2606654595941461,0.285,0.211,1,1,RIPK2
6.895061114605876e-4,0.2701145531642425,0.334,0.256,1,1,TUBA4A
6.939276746744419e-4,0.2866407424454993,0.28,0.208,1,1,PSMA6
7.114701571285867e-4,0.28453556038100425,0.352,0.273,1,1,MAX
8.822978065627425e-4,0.2799951949736574,0.251,0.182,1,1,AGO3
0.0011028677975186564,0.4717869374993868,0.324,0.263,1,1,RHOF
0.0011201603239684756,0.26869154494365993,0.515,0.431,1,1,SYPL1
0.001164943288134798,0.30670634084549464,0.334,0.262,1,1,SNRPB2
0.001232112830982781,0.3332898592714254,0.288,0.221,1,1,NDUFC1
0.0015119743861533644,0.2649155305518942,0.454,0.381,1,1,NOL7
0.001514660639191026,0.3681253679424932,0.256,0.194,1,1,DNAJB2
0.0016234411478293648,0.29528298746054954,0.446,0.37,1,1,EIF3I
0.0017232842077694798,0.3924729327949159,0.259,0.199,1,1,RELA
0.00202896086543103,0.2942556989425301,0.28,0.217,1,1,TNIP2
0.002079556156423991,0.3377493974187419,0.256,0.193,1,1,CHMP2A
0.0024043032724672276,0.2756290725983028,0.308,0.24,1,1,PPA1
0.003051193169218619,0.26912170918526374,0.362,0.292,1,1,MZT2A
0.003318551106373361,0.37032036252566236,0.259,0.2,1,1,DYNLL2
0.003336920439751366,0.2913593945038118,0.355,0.285,1,1,LAMP1
0.003412281185484338,0.2839539084730529,0.264,0.205,1,1,C18orf32
0.004137949660781415,0.36464785775149716,0.303,0.243,1,1,SVIP
0.004359580346288712,0.25429790121452744,0.379,0.303,1,1,DANCR
0.00439477162824966,0.2662597415041905,0.319,0.252,1,1,SIVA1
0.004412694326578253,0.2802314154115747,0.311,0.244,1,1,MRPL33
0.005040172576734258,0.2814768394773973,0.436,0.371,1,1,TAX1BP1
0.005172666999162354,0.27925183283222377,0.262,0.207,1,1,RSBN1
0.007326007933666968,0.2716216103048809,0.316,0.258,1,1,HEBP2
0.007592069334783963,0.27123589052358255,0.295,0.236,1,1,ACP1
0.007652284394615044,0.2934482025095193,0.334,0.272,1,1,ANXA5
0.008111727859295455,0.33024668162964244,0.252,0.2,1,1,SNRPC
0.008621503649093868,0.277000738720636,0.314,0.254,1,1,CDKN2D
2.416308828756449e-57,0.8972313446252325,0.931,0.775,8.84393194413148e-53,2,LTB
1.442385716678395e-45,1.402276655977035,0.65,0.344,5.279275961614594e-41,2,AC245014.3
7.677893635111473e-41,0.35334007777840615,0.983,0.919,2.81018584938715e-36,2,RPL32
8.76536388175922e-38,0.32380881190293476,0.975,0.933,3.208210834362692e-33,2,RPL13
1.001379851810355e-34,1.2631367341032107,0.579,0.305,3.66515039561108e-30,2,AC253572.2
8.948666515551652e-32,0.31898199317905096,0.979,0.909,3.27530143135706e-27,2,RPS28
1.3576874513803087e-31,0.340312679840844,0.979,0.922,4.969271840797068e-27,2,RPS12
7.678631764281803e-31,0.3286714674885314,0.977,0.918,2.810456012044783e-26,2,RPL30
1.7332279536855195e-30,1.1994408548909168,0.632,0.395,6.343787633284369e-26,2,LINC00910
2.3034939112898115e-28,0.34088843872163643,0.97,0.904,8.431018064711839e-24,2,RPL29
2.4415475875343185e-28,0.29475753935944393,0.977,0.914,8.936308325134359e-24,2,RPL34
1.2724779027364598e-27,0.9693301093635864,0.65,0.427,4.6573963718057166e-23,2,SELL
3.0380503388934573e-27,0.3217270173722184,0.975,0.926,1.1119568045383944e-22,2,RPL10
1.7247256167870988e-26,0.297122300317179,0.975,0.925,6.31266823000246e-22,2,RPL28
2.201751317224803e-26,0.29417701197315527,0.971,0.905,8.058629996174502e-22,2,RPL19
3.9227673264493716e-26,0.2878903804444892,0.975,0.911,1.4357720691537346e-21,2,RPS15A
8.159943812763657e-26,0.3037082673499558,0.975,0.902,2.986621034909626e-21,2,RPS21
4.391948790175366e-25,0.3088547950949394,0.97,0.906,1.6074971766920858e-20,2,RPS13
1.7346095583448132e-24,0.2986367475120151,0.975,0.91,6.34884444449785e-20,2,RPL11
5.283865801535574e-24,0.31866395407363424,0.966,0.914,1.9339477220200355e-19,2,RPL14
5.294848296837645e-24,0.2951613905028987,0.966,0.917,1.9379674251255462e-19,2,RPS27A
6.27516083145825e-24,0.3094680951394446,0.97,0.899,2.296771615922034e-19,2,RPL18
1.3938305016755355e-23,1.267082462686375,0.385,0.197,5.101559019182628e-19,2,C1orf162
3.1983653593473925e-23,0.275049505255879,0.971,0.905,1.170633705174739e-18,2,RPL39
1.4477280018606512e-22,0.27499424136369655,0.973,0.914,5.298829259610169e-18,2,RPS15
2.646923008624646e-22,0.29866687029371786,0.966,0.907,9.688002903867066e-18,2,RPS14
2.7088823872361614e-22,0.7613470146003283,0.714,0.561,9.914780425523075e-18,2,MYL12A
3.1956392226777235e-22,0.32516296037454495,0.968,0.9,1.1696359118922736e-17,2,RPS4X
5.104804240455154e-22,0.2703742856723137,0.973,0.91,1.8684094000489908e-17,2,RPL37
6.316967883791409e-22,0.5444513769004522,0.851,0.728,2.3120734151464935e-17,2,CORO1A
1.2368115521895801e-21,0.28459371841298164,0.977,0.922,4.5268539621690824e-17,2,RPL18A
2.585687563606928e-21,0.2886670233238373,0.964,0.912,9.463875051557716e-17,2,RPS25
2.8940685631848603e-21,0.2973803459051494,0.971,0.908,1.0592580348112907e-16,2,RPL36
2.762451154674371e-20,0.27845958698872586,0.968,0.916,1.0110847471223666e-15,2,RPS3A
3.121953368959893e-20,0.2801040791568221,0.97,0.923,1.1426661525730104e-15,2,RPS18
4.103925403728061e-20,0.2756446263544996,0.971,0.913,1.5020777370185075e-15,2,RPS23
4.161939261287714e-20,0.271563020892569,0.97,0.908,1.5233113890239162e-15,2,RPS29
5.884039348614686e-20,0.28380530401381066,0.97,0.905,2.1536172419864616e-15,2,RPL35A
6.614893252736046e-20,0.3156805990612561,0.962,0.902,2.4211170794339204e-15,2,RPS5
1.8185917310711825e-19,0.2935413953062742,0.968,0.908,6.656227594893635e-15,2,RPL8
3.047834492676877e-19,0.3197853881551831,0.964,0.907,1.1155379026646636e-14,2,RPL5
3.186962134118664e-19,0.31666628431742616,0.962,0.894,1.1664600107087722e-14,2,RPL22
4.1199167382991524e-19,0.5064049781511386,0.867,0.772,1.5079307253848727e-14,2,ARHGDIB
4.515357154845324e-19,0.6975674238117906,0.712,0.556,1.652665872244937e-14,2,NCF1
7.176239848444545e-19,0.27512801572913403,0.971,0.916,2.626575546929188e-14,2,RPS2
1.798475113982655e-18,0.7511363630944088,0.598,0.4,6.582598764687916e-14,2,FCER2
2.979140244762659e-17,0.2972893908927734,0.968,0.901,1.0903951209855807e-12,2,RACK1
3.031473892879643e-17,0.6340928020685033,0.709,0.602,1.1095497595328782e-12,2,CD79B
3.156285213714603e-17,0.2590304413602418,0.968,0.915,1.1552319510716818e-12,2,RPS6
4.4771847907419594e-17,0.7167582778850355,0.615,0.464,1.6386944052594646e-12,2,PSMB9
2.441340271383523e-16,0.450135296065334,0.886,0.814,8.935549527290832e-12,2,LIMD2
2.5096687470972303e-16,0.8769946810446111,0.459,0.299,9.185638581250572e-12,2,EAF2
2.942015415531246e-16,0.32080672855284,0.956,0.892,1.0768070622385913e-11,2,RPL36A
4.356710872161353e-16,0.2633187550804168,0.977,0.922,1.594599746319777e-11,2,RPLP1
6.921080123290467e-16,0.7222322849137084,0.552,0.397,2.533184535925544e-11,2,WDR74
9.493285054120645e-16,0.3738376105591352,0.648,0.465,3.474637262658697e-11,2,TEX14
1.0218553142375226e-15,0.9043012024610559,0.467,0.306,3.740092635640756e-11,2,VPREB3
1.5856863140490818e-15,0.7504546640398044,0.63,0.467,5.803770478051044e-11,2,AC007952.4
1.6585778227142515e-15,0.2631159611194285,0.979,0.933,6.070560688916432e-11,2,CD37
2.926603649324936e-15,0.2738948548404334,0.973,0.904,1.0711662016894197e-10,2,RPL7A
1.1598852009237445e-14,0.8667164058965936,0.47,0.32,4.2452958239009973e-10,2,ATP5IF1
1.2636249218074727e-14,0.260840818458246,0.975,0.906,4.624993576307531e-10,2,RPS3
1.6432211257010522e-14,0.38469948974313084,0.901,0.82,6.014353642178421e-10,2,COX7C
8.558174332712017e-14,0.25591980628190125,0.958,0.896,3.132377387515925e-9,2,RPL35
1.0757508379120636e-13,0.29151230577499554,0.97,0.925,3.9373556418419444e-9,2,TMSB10
1.5243035139144546e-13,0.5220437978303283,0.728,0.6,5.579103291278295e-9,2,UCP2
2.1394478136594037e-13,0.612554576751227,0.705,0.584,7.830592942774783e-9,2,C12orf57
5.027248469781229e-13,0.8257978621089508,0.43,0.294,1.8400232124246277e-8,2,CALHM6
5.773481227969472e-13,0.31610841194769934,0.937,0.867,2.1131518642491066e-8,2,RPL31
9.600070753741851e-13,0.5367441739839791,0.802,0.707,3.513721896577055e-8,2,MEF2C
1.363162693571227e-12,0.2631832601729105,0.964,0.91,4.9893117747400475e-8,2,RPSA
1.699554921670327e-12,0.5680919717989565,0.493,0.353,6.220540968805564e-8,2,FLI1
1.9634153168603508e-12,0.9229655617100851,0.284,0.157,7.18629640124057e-8,2,AL021155.5
3.76680290450581e-12,0.40469582809728966,0.869,0.757,1.3786875310781716e-7,2,TXNIP
4.658172182707523e-12,0.2586919561924397,0.968,0.898,1.7049376005927806e-7,2,RPL38
5.094693071165043e-12,0.26048993250667696,0.968,0.897,1.8647086109771174e-7,2,RPL24
5.3989696117445625e-12,0.6396679651840711,0.39,0.251,1.9760768675946274e-7,2,CROCC
7.1362301496349305e-12,0.3013990711597603,0.945,0.888,2.611931597067881e-7,2,PFDN5
8.938711799770889e-12,0.32222976830954986,0.886,0.819,3.271657905834143e-7,2,ARPC3
2.028791949866298e-11,0.5751490838976134,0.571,0.454,7.425581415705637e-7,2,SELENOH
2.05358361925139e-11,0.5861019221555208,0.592,0.469,7.516321404822013e-7,2,HVCN1
3.8160976423774465e-11,0.878091505604848,0.356,0.235,1.3967298980865692e-6,2,LSM10
3.916663959139386e-11,1.1813298258568936,0.269,0.152,1.4335381756846068e-6,2,IGLC3
4.475036939791489e-11,0.4482111574661354,0.691,0.582,1.637908270333083e-6,2,POLD4
6.979281938675401e-11,0.7028500817785304,0.415,0.294,2.5544869823745837e-6,2,PSMB10
7.87451561649987e-11,0.452658417920875,0.739,0.653,2.8821514607951173e-6,2,RNASEK
1.568472210430406e-10,0.6354075345754858,0.467,0.343,5.7407651373963295e-6,2,MBD4
1.786380870449644e-10,0.3708336836509316,0.79,0.708,6.5383326239327425e-6,2,RAC2
2.0425814345379193e-10,0.6344952830957338,0.491,0.371,7.476052308552238e-6,2,CAPG
2.310381754877158e-10,0.45880770992152,0.735,0.648,8.456228261025887e-6,2,CLIC1
2.8883180825233386e-10,0.3725864067607061,0.827,0.736,1.0571533013843672e-5,2,GAS5
4.133713905006617e-10,0.2706709227892685,0.947,0.877,1.5129806263714718e-5,2,EEF1G
4.633876444654322e-10,0.5720873896104397,0.37,0.242,1.6960451175079285e-5,2,IFNG-AS1
5.16119046716466e-10,0.33010160432698843,0.857,0.795,1.889047322886937e-5,2,ATP5MC2
6.05107370664142e-10,0.439128870120306,0.663,0.552,2.2147534873678263e-5,2,ADAM28
6.936627389022021e-10,0.5072724672240443,0.623,0.541,2.53887499065595e-5,2,CD53
7.607752426139528e-10,0.5942532541178527,0.331,0.21,2.7845134654913286e-5,2,Z93241.1
